-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041531,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.042353,-0.307652,3.784606
-0.042353,-0.307652,3.784606
-0.042765,-0.307652,3.784606
-0.042765,-0.307652,3.784606
-0.043176,-0.307652,3.784606
-0.043587,-0.30806,3.785014
-0.043998,-0.30806,3.785014
-0.043998,-0.30806,3.785014
-0.044821,-0.308468,3.785422
-0.044821,-0.308468,3.785422
-0.045232,-0.308468,3.785422
-0.045643,-0.308468,3.785422
-0.046054,-0.308468,3.785422
-0.046054,-0.308468,3.785422
-0.046465,-0.308468,3.785422
-0.046877,-0.308468,3.785422
-0.046877,-0.308468,3.785422
-0.046877,-0.308468,3.785422
-0.046877,-0.308468,3.785422
-0.046877,-0.308468,3.785422
-0.046877,-0.308468,3.785422
-0.046877,-0.308468,3.785422
-0.046877,-0.308468,3.785422
-0.046877,-0.308468,3.785422
-0.046877,-0.308468,3.785422
-0.046465,-0.308468,3.785422
-0.046465,-0.308468,3.785422
-0.046054,-0.308468,3.785422
-0.046054,-0.308468,3.785422
-0.045643,-0.308468,3.785422
-0.045643,-0.308468,3.785422
-0.045643,-0.308468,3.785422
-0.045232,-0.308468,3.785422
-0.044821,-0.308468,3.785422
-0.044821,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.044409,-0.308468,3.785422
-0.043998,-0.308468,3.785422
-0.043998,-0.308468,3.785422
-0.043998,-0.308468,3.785422
-0.043998,-0.308468,3.785422
-0.043998,-0.308468,3.785422
-0.043587,-0.308468,3.785422
-0.043587,-0.308468,3.785422
-0.043587,-0.30806,3.785014
-0.043587,-0.30806,3.785014
-0.043176,-0.30806,3.785014
-0.043176,-0.30806,3.785014
-0.042765,-0.30806,3.785014
-0.042765,-0.30806,3.785014
-0.042765,-0.30806,3.785014
-0.042353,-0.307652,3.784606
-0.042353,-0.307652,3.784606
-0.042353,-0.307652,3.784606
-0.042353,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041942,-0.307652,3.784606
-0.041531,-0.307652,3.784606
